Category Code,Category Label
24103011,"Potato, peeled, mashed, prepared, from cafe or restaurant"
24103012,"Potato bake, made with bacon, cheese &/or cream"
24103013,"Potato bake, made with cheese"
24103014,"Potato bake, made with cream"
24103015,"Potato bake, made with cheese & cream"
24103016,"Potato bake, made with mixed vegetables & cream &/or cheese"
24103018,"Potato, filled with bacon, cheese &/or sour cream"
24103019,"Potato, filled with cheese &/or sour cream"
24103020,"Potato, filled with legumes &/or vegetables"
24103021,"Potato, filled with meat & cheese &/or sour cream"
242,"Cabbage, cauliflower and similar brassica vegetables"
24201,Cabbage and similar brassica vegetables
24201001,"Bok choy or choy sum, raw"
24201002,"Bok choy or choy sum, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24201003,"Bok choy or choy sum, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24201004,"Bok choy or choy sum, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24201005,"Bok choy or choy sum, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24201006,"Bok choy or choy sum, boiled, microwaved or steamed, drained"
24201007,"Bok choy or choy sum, boiled, casseroled microwaved, poached, steamed or stewed, added fat not further defined"
24201008,"Brussels sprout, fresh or frozen, raw"
24201009,"Brussels sprout, fresh or frozen, baked, roasted, stir-fried, fried, grilled or BBQ'd, fat not further defined"
24201010,"Brussels sprout, fresh, boiled, microwaved or steamed, drained"
24201011,"Brussels sprout, frozen, boiled, microwaved or steamed , drained"
24201012,"Cabbage, Chinese, raw"
24201013,"Cabbage, Chinese, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24201014,"Cabbage, Chinese, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24201015,"Cabbage, Chinese, boiled, microwaved or steamed, drained"
24201016,"Cabbage, Chinese, boiled, microwaved or steamed, drained, added fat not further defined"
24201017,"Cabbage, Chinese flowering, raw"
24201018,"Cabbage, mustard, raw"
24201019,"Cabbage, mustard, cooked"
24201020,"Cabbage, red, raw"
24201021,"Cabbage, red, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24201022,"Cabbage, red, boiled, microwaved or steamed, drained, with or without added fat"
24201023,"Cabbage, red, canned, heated, drained"
24201024,"Cabbage, savoy, raw"
24201025,"Cabbage, savoy, baked, roasted, fried, stir-fried, grilled or BBQ'd, with or without added fat"
24201026,"Cabbage, savoy, boiled, microwaved or steamed, drained, with or without added fat"
24201027,"Cabbage, white, raw"
24201028,"Cabbage, white, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24201029,"Cabbage, white, boiled, microwaved or steamed, drained, with and without added fat"
24201030,"Cabbage, raw, not further defined"
24201031,"Cabbage, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24201032,"Cabbage, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
24201033,"Cabbage, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24201034,"Cabbage, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24201035,"Cabbage, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24201036,"Cabbage, boiled, microwaved or steamed, drained, with or without added fat"
24201037,"Cabbage, pickled, canned, drained"
24201038,"Kale, raw"
24201039,"Kale, cooked"
24201040,"Kohlrabi, peeled, fresh or frozen, raw"
24201041,"Kohlrabi, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24202,"Broccoli, broccolini and cauliflower"
24202001,"Broccoli, fresh or frozen, raw"
24202002,"Broccoli, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24202003,"Broccoli, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24202004,"Broccoli, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24202005,"Broccoli, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24202006,"Broccoli, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24202007,"Broccoli, fresh, boiled, microwaved or steamed, drained"
24202008,"Broccoli, frozen, boiled, microwaved or steamed, drained"
24202009,"Broccoli, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24202010,"Broccolini, fresh or frozen, raw"
24202011,"Broccolini, fresh or frozen, boiled, microwaved or steamed, drained"
24202012,"Cauliflower, fresh or frozen, raw"
24202013,"Cauliflower, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24202014,"Cauliflower, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24202015,"Cauliflower, fresh or frozen, boiled, microwaved or steamed, drained"
24202016,"Cauliflower, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24202017,"Cauliflower, fresh or frozen, boiled, microwaved or steamed, added homemade cheese sauce"
243,Carrot and similar root vegetables
24301,Carrots
24301001,"Carrot, baby, peeled or unpeeled, fresh or frozen, raw"
24301002,"Carrot, baby, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24301003,"Carrot, baby, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained"
24301004,"Carrot, baby, canned in brine, boiled or microwaved , drained"
24301005,"Carrot, mature, peeled or unpeeled, fresh or frozen, raw"
24301006,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24301007,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
24301008,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24301009,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24301010,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24301011,"Carrot, mature, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24301012,"Carrot, mature, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained"
24301013,"Carrot, mature, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24302,Other root vegetables
24302001,"Artichoke, jerusalem, peeled, raw"
24302002,"Artichoke, jerusalem, peeled, boiled, microwaved or steamed, drained"
24302003,"Beetroot, purple, peeled, fresh or frozen, raw"
24302004,"Beetroot, purple, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302005,"Beetroot, purple, peeled or unpeeled, fresh or frozen, baked, roasted, stir-fried, grilled or BBQ'd, fat not further defined"
24302006,"Beetroot, purple, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302007,"Beetroot, purple, peeled or unpeeled, fresh or frozen, steamed, added fat not further defined"
24302008,"Beetroot, canned, drained"
24302009,"Cassava, peeled, fresh or frozen, raw"
24302010,"Cassava, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302011,"Cassava, white flesh, peeled, fresh or frozen, raw"
24302012,"Cassava, white flesh, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302013,"Cassava, yellow flesh, peeled, fresh or frozen, raw"
24302014,"Cassava, yellow flesh, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302015,"Celeriac, peeled, raw"
24302016,"Celeriac, peeled, boiled, microwaved or steamed, drained"
24302017,"Chicory, raw"
24302018,"Chicory, boiled, microwaved or steamed, drained"
24302019,"Ginger, peeled, fresh or frozen, raw"
24302020,"Ginger, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, with or without added fat"
24302021,"Ginger, peeled, fresh or frozen, boiled, microwaved or steamed, with or without added fat"
24302022,"Parsnip, peeled, fresh or frozen, raw"
24302023,"Parsnip, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302024,"Parsnip, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24302025,"Parsnip, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, with or without added fat"
24302026,"Radish, red skinned, unpeeled, raw"
24302027,"Radish, red skinned, unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302028,"Radish, white skinned, peeled or unpeeled, raw"
24302029,"Radish, white skinned, peeled or unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302030,"Radish, peeled or unpeeled, raw"
24302031,"Swede, peeled, fresh or frozen, raw"
24302032,"Swede, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24302033,"Swede, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302034,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, raw"
24302035,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302036,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24302037,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24302038,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24302039,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, baked, fried, grilled, fat not further defined"
24302040,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302041,"Sweet potato, orange flesh, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24302042,"Sweet potato, orange flesh, mashed with fat not further defined"
24302043,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, raw"
24302044,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24302045,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, stir-fried, fat not further defined"
24302046,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302048,"Sweet potato, chips, regular, purchased frozen, baked or roasted, with or without added fat"
24302049,"Taro, peeled, fresh or frozen, raw"
24302050,"Taro, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24302051,"Turnip, white, peeled, fresh or frozen, raw"
24302052,"Turnip, white, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, with or without added fat"
24302053,"Turnip, white, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, with or without added fat"
24302054,"Wasabi, root, raw"
244,Leaf and stalk vegetables
24401,Leaf vegetables
24401001,"Endive, raw"
24401002,"Lettuce, cos, raw"
24401003,"Lettuce, iceberg, raw"
24401004,"Lettuce, mignonette, raw"
24401005,"Lettuce, raw, not further defined"
24401006,"Lettuce, baked, roasted, fried, stir-fried, grilled or BBQ'd, with or without added fat"
24401007,"Lettuce, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
24401008,"Mixed leafy greens, for salad recipes, lettuce, spinach & rocket, raw"
24401009,"Rocket, raw"
24401010,"Rocket, cooked, with or without added fat"
24401011,"Silverbeet, fresh or frozen, raw"
24401012,"Silverbeet, fresh or frozen, boiled, microwaved or steamed, drained"
24401013,"Spinach, fresh, raw"
24401014,"Spinach, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd , no added fat"
24401015,"Spinach, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24401016,"Spinach, fresh, boiled, microwaved or steamed, drained"
24401017,"Spinach, fresh, boiled, microwaved or steamed, added fat not further defined"
24401018,"Spinach, frozen, boiled, microwaved or steamed, drained"
24401020,"Spinach, water, raw"
24401021,"Spinach, water, cooked, with or without added fat"
24401022,"Vine leaf, grape, canned"
24401023,"Watercress, raw"
24401024,"Watercress, boiled, microwaved or steamed, drained"
24401025,"Watercress, boiled, microwaved or steamed, drained, added fat not further defined"
24402,Stalk vegetables
24402001,"Artichoke, globe, raw"
24402002,"Artichoke, globe, boiled, microwaved or steamed, drained"
24402003,"Artichoke, globe, boiled, microwaved or steamed, drained, added fat not further defined"
24402004,"Artichoke heart, canned in brine, drained"
24402005,"Asparagus, green, raw"
24402006,"Asparagus, green, fresh or frozen, baked, roasted, stir-fried or fried, grilled or BBQ'd, no added fat"
24402007,"Asparagus, green, fresh or frozen, baked, roasted, stir-fried or fried, grilled or BBQ'd, fat not further defined"
24402008,"Asparagus, green, fresh or frozen, boiled, microwaved or steamed, drained"
24402009,"Asparagus, green, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24402010,"Asparagus, canned in brine, drained or undrained"
24402011,"Bamboo shoot, canned in water, heated, drained"
24402012,"Bamboo shoot, fresh, cooked, with or without fat"
24402013,"Celery, fresh or frozen, raw"
24402014,"Celery, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24402015,"Celery, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24402016,"Celery, fresh or frozen, boiled, microwaved or steamed, drained"
24402017,"Celery, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24403,"Herbs, fresh"
24403001,"Basil, green, raw"
24403002,"Chives, raw"
24403003,"Coriander, fresh, leaves & stems"
24403004,"Dill, raw"
24403005,"Flower, rosella (native)"
24403006,"Herbs, mixed, raw"
24403007,"Mint, raw"
24403008,"Parsley, continental, raw"
24403009,"Parsley, curly, raw"
24403010,"Parsley, not further defined, raw"
24403011,"Rosemary, raw"
24404,Seaweeds
24404001,"Seaweed, nori, dried"
24404002,"Seaweed, boiled, microwaved or steamed, drained"
245,Peas and beans
24501,Peas and edible-podded peas
24501001,"Pea, green, fresh or frozen, raw"
24501002,"Pea, green, fresh, cooked, no added fat"
24501003,"Pea, green, frozen, cooked, no added fat"
24501004,"Pea, green, cooked, no added fat"
24501005,"Pea, green, cooked, added fat not further defined"
24501006,"Pea, green, canned in brine, cooked"
24501007,"Snow pea, fresh or frozen, raw"
24501008,"Snow pea, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24501009,"Snow pea, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24501010,"Snow pea, fresh or frozen, boiled, microwaved or steamed, drained"
24501011,"Snow pea, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24502,Beans
24502001,"Bean, broad, fresh or frozen, raw"
24502002,"Bean, broad, fresh or frozen, boiled, microwaved or steamed, drained"
24502003,"Bean, butter, fresh, raw"
24502004,"Bean, butter, fresh, boiled, microwaved or steamed, drained"
24502005,"Bean, green, fresh or frozen, raw"
24502006,"Bean, green, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24502007,"Bean, green, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24502008,"Bean, green, fresh, boiled, microwaved or steamed, drained"
24502009,"Bean, green, frozen, boiled, microwaved or steamed, drained"
24502010,"Bean, green, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24502011,"Bean, green, canned, cooked, no added fat"
24502012,"Bean, red, fresh, raw"
24502013,"Bean, red, fresh, boiled, drained"
24503,Sprouts
24503001,"Sprout, alfalfa, raw"
24503002,"Sprout, bean, raw"
24503003,"Sprout, bean, cooked, no added fat"
24503004,"Sprout, bean, cooked, fat not further defined"
246,Tomato and tomato products
24601,Tomato
24601001,"Tomato, cherry or grape, raw"
24601002,"Tomato, common, raw"
24601003,"Tomato, common, boiled with salt, drained"
24601004,"Tomato, hydroponic, raw"
24601005,"Tomato, roma, raw"
24601006,"Tomato, raw, not further defined"
24601007,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24601008,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
24601009,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24601010,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24601011,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24601012,"Tomato, fresh, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24601013,"Tomato, fresh, boiled, microwaved or steamed, drained"
24601014,"Tomato, fresh, boiled, microwaved or steamed, drained, added fat not further defined"
24602,Tomato products
24602001,"Tomato, paste, with added salt"
24602002,"Tomato, paste, no added salt"
24602003,"Tomato, paste, not further defined"
24602004,"Tomato, puree, commercial"
24602005,"Tomato, sundried or semi-sundried"
24602006,"Tomato, whole, canned in tomato juice, undrained"
24602007,"Tomato, whole, canned in tomato juice, drained"
24602008,"Tomato, whole, canned in tomato juice, boiled or microwaved, undrained"
24602009,"Tomato, whole, canned in tomato juice, boiled or microwaved, drained"
247,Other fruiting vegetables
24701,Pumpkin
24701001,"Pumpkin, butternut, peeled, fresh or frozen, raw"
24701002,"Pumpkin, butternut, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24701003,"Pumpkin, butternut, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24701004,"Pumpkin, butternut, peeled, fresh or frozen, boiled, microwaved or steamed, drained, with or without added fat"
24701005,"Pumpkin, golden nugget, peeled, fresh or frozen, raw"
24701006,"Pumpkin, golden nugget, peeled, fresh or frozen, baked or roasted, no added fat"
24701007,"Pumpkin, jarrahdale, peeled, fresh or frozen, raw"
24701008,"Pumpkin, jarrahdale, peeled, fresh or frozen, baked or roasted, no added fat"
24701009,"Pumpkin, jarrahdale, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24701010,"Pumpkin, queensland blue, peeled, fresh or frozen, raw"
24701011,"Pumpkin, queensland blue, peeled, fresh or frozen, baked or roasted, no added fat"
24701012,"Pumpkin, queensland blue, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24701013,"Pumpkin, peeled, fresh or frozen, raw"
24701014,"Pumpkin, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24701015,"Pumpkin, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24701016,"Pumpkin, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24701017,"Pumpkin, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24701018,"Pumpkin, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24701019,"Pumpkin, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24701020,"Pumpkin, peeled, fresh or frozen, boiled, microwaved or steamed, drained, added butter, dairy blend or margarine"
24701021,"Pumpkin, peeled, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24701022,"Pumpkin, unpeeled, fresh or frozen, raw"
24701023,"Pumpkin, unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24701024,"Pumpkin, unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24701025,"Pumpkin, unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24701026,"Pumpkin, unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24701027,"Pumpkin, unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24701028,"Pumpkin, unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, with or without added fat"
24702,Squash and zucchini
24702001,"Squash, button, fresh or frozen, raw"
24702002,"Squash, button, fresh or frozen, boiled, microwaved or steamed, drained"
24702003,"Squash, scallopini, fresh or frozen, raw"
24702004,"Squash, scallopini, fresh or frozen, boiled, microwaved or steamed, drained"
24702005,"Zucchini, golden, fresh or frozen, peeled or unpeeled, raw"
24702006,"Zucchini, golden, fresh or frozen, peeled or unpeeled, boiled, microwaved or steamed, drained"
24702007,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, raw"
24702008,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24702009,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, stir-fried, butter, dairy blend or margarine"
24702010,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24702011,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24702012,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24702013,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, boiled, microwaved or steamed, drained"
24702014,"Zucchini, green skin, fresh or frozen, peeled or unpeeled, boiled, microwaved or steamed, drained, added fat not further defined"
24703,Mushrooms
24703001,"Mushroom, common, fresh or frozen, raw"
24703002,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24703003,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
24703004,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24703005,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24703006,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24703007,"Mushroom, common, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24703008,"Mushroom, common, fresh or frozen, boiled, microwaved or steamed, drained"
24703009,"Mushroom, common, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24703010,"Mushroom, oriental, fresh or frozen, raw, not further defined"
24703011,"Mushroom, oriental, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24703012,"Mushroom, oriental, fresh or frozen, boiled, microwaved or steamed, drained"
24703013,"Mushroom, oriental, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24703014,"Mushroom, fresh or frozen, raw, not further defined"
24703015,"Mushroom, canned in brine, drained"
24703016,"Mushroom, straw, Asian, canned in brine, drained"
24704,Sweetcorn
24704001,"Sweetcorn, baby, canned in brine, heated, drained"
24704002,"Sweetcorn, creamed, canned, heated"
24704003,"Sweetcorn, fresh or frozen on cob, raw"
24704004,"Sweetcorn, fresh or frozen on cob, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24704005,"Sweetcorn, fresh or frozen on cob, baked, roasted, fried, stir-fried, grilled or BBQ'd, added fat not further defined"
24704006,"Sweetcorn, fresh or frozen on cob, boiled, microwaved or steamed, drained"
24704007,"Sweetcorn, fresh or frozen on cob, boiled, microwaved or steamed, drained, added fat not further defined"
24704008,"Sweetcorn, fresh or frozen on cob, boiled or microwaved in brine, drained"
24704009,"Sweetcorn, kernels, canned in brine, drained"
24704010,"Sweetcorn, kernels, canned in brine, heated, drained"
24704011,"Sweetcorn, kernels, fresh or frozen, raw"
24704012,"Sweetcorn, kernels, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24704013,"Sweetcorn, kernels, fresh or frozen, boiled, microwaved or steamed, drained"
24704014,"Sweetcorn, kernels, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24704015,"Sweetcorn, kernels, fresh or frozen, boiled or microwaved in brine, drained"
24704016,"Sweetcorn, fresh or frozen, raw, not further defined"
24704017,"Sweetcorn, fresh or frozen, boiled, microwaved or steamed, drained"
24705,Other fruiting vegetables
24705001,"Avocado, raw"
24705002,"Avocado, cooked, with or without fat"
24705003,"Capsicum, green, fresh or frozen, raw"
24705004,"Capsicum, green, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24705005,"Capsicum, green, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24705006,"Capsicum, green, fresh or frozen, boiled, microwaved or steamed, drained"
24705007,"Capsicum, green, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24705008,"Capsicum, red, fresh or frozen, raw"
24705009,"Capsicum, red, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24705010,"Capsicum, red, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24705011,"Capsicum, red, fresh or frozen, boiled, microwaved or steamed, drained"
24705012,"Capsicum, red, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24705013,"Capsicum, fresh or frozen, raw, not further defined"
24705014,"Capsicum, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24705015,"Capsicum, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
24705016,"Capsicum, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24705017,"Capsicum, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24705018,"Capsicum, fresh or frozen, boiled, microwaved or steamed, drained"
24705019,"Capsicum, fresh or frozen, boiled, microwaved or steamed, added fat not further defined"
24705020,"Chilli (chili), green, raw"
24705021,"Chilli (chili), green, cooked with or without added fat"
24705022,"Chilli (chili), green, pickled"
24705023,"Chilli (chili), red, raw"
24705024,"Chilli (chili), red, cooked with or without added fat"
24705025,"Chilli (chili), raw, not further defined"
24705026,"Chilli (chili), baked, roasted, fried, stir-fried, grilled or BBQ'd, with or without fat"
24705027,"Chilli (chili), boiled, microwaved or steamed, drained, with or without fat"
24705028,"Choko, peeled, fresh or frozen, raw"
24705029,"Choko, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24705030,"Cucumber, apple crystal, unpeeled, raw"
24705031,"Cucumber, common, peeled, raw"
24705032,"Cucumber, common, unpeeled, raw"
24705033,"Cucumber, Lebanese, unpeeled, raw"
24705034,"Cucumber, telegraph, unpeeled, raw"
24705035,"Cucumber, peeled or unpeeled, raw, not further defined"
24705036,"Cucumber, peeled or unpeeled, cooked, no added fat"
24705037,"Eggplant, peeled or unpeeled, fresh or frozen, raw"
24705038,"Eggplant, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24705039,"Eggplant, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
24705040,"Eggplant, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24705041,"Eggplant, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained"
24705042,"Eggplant, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24705043,"Melon, bitter, fresh or frozen, raw"
24705044,"Melon, bitter, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24705045,"Melon, bitter, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24705046,"Melon, hairy, fresh or frozen, raw"
24705047,"Okra, raw"
24705048,"Okra, cooked, with or without added fat"
248,Other vegetables and vegetable combinations
24801,Other vegetables
24801001,"Fennel, fresh or frozen, raw"
24801002,"Fennel, fresh or frozen, boiled, microwaved or steamed, drained"
24801003,"Water chestnut, peeled, canned, drained"
